"code","iso","country","biome","biome_description","TPA.raw.1990","TPA.raw.1991","TPA.raw.1992","TPA.raw.1993","TPA.raw.1994","TPA.raw.1995","TPA.raw.1996","TPA.raw.1997","TPA.raw.1998","TPA.raw.1999","TPA.raw.2000","TPA.raw.2001","TPA.raw.2002","TPA.raw.2003","TPA.raw.2004","TPA.raw.2005","TPA.raw.2006","TPA.raw.2007","TPA.raw.2008","TPA.raw.2009","TPA.raw.2010","TPA.raw.2011","TPA.raw.2012","TPA.raw.2013","TPA.raw.2014","TPA.raw.2015","TPA.raw.2016","TPA.raw.2017"
180,"COD","Dem. Rep. Congo",1,"Tropical & Subtropical Moist Broadleaf Forests          ",36196.37,126758.08,126758.08,127241.48,127471.25,127241.48,127241.48,127471.25,127471.25,127471.25,127471.25,127471.25,127471.25,127471.25,127471.25,127471.25,127471.25,127471.25,127471.25,159042.47,159042.47,159042.47,159042.47,160078.95,160078.95,160078.95,160078.95,160078.95
208,"DNK","Denmark",4,"Temperate Broadleaf & Mixed Forests                     ",4634.08,4669.03,4676.66,7641.61,8031.71,7658.3,7660.5,7687.3,7697.96,7964.53,7965.58,7970.45,7988.75,8024.83,8031.71,8036.66,8039.23,8043.92,8058.13,8115.85,8226.68,8277.26,8279.56,8279.56,8303.38,8307.09,8334.92,8334.92
262,"DJI","Djibouti",13,"Deserts & Xeric Shrublands                              ",0,0,0,0,18.94,0,0,0,0,0,0,0,0,18.94,18.94,18.94,18.94,18.94,18.94,18.94,18.94,18.94,18.94,18.94,291.85,291.85,291.85,291.85
212,"DMA","Dominica",13,"Deserts & Xeric Shrublands                              ",1.61,1.61,1.61,1.61,1.71,1.61,1.61,1.61,1.61,1.69,1.69,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71
212,"DMA","Dominica",1,"Tropical & Subtropical Moist Broadleaf Forests          ",126.61,126.8,126.8,126.8,160.32,126.8,126.8,126.8,126.8,126.8,126.8,160.32,160.32,160.32,160.32,160.32,160.32,160.32,160.32,160.32,160.32,160.32,160.32,160.32,160.32,160.32,160.32,160.32
214,"DOM","Dominican Republic",3,"Tropical & Subtropical Coniferous Forests               ",3179.1,3733.66,3733.66,3735.48,4153.43,3735.48,4102.26,4102.26,4102.26,4102.26,4102.26,4102.26,4102.26,4153.43,4153.43,4153.43,4153.43,4153.43,4153.43,4153.43,4153.43,4153.43,4153.43,4153.43,4153.43,4153.43,4153.43,4153.43
214,"DOM","Dominican Republic",14,"Mangroves                                               ",241.78,453.59,453.59,453.59,524.64,453.59,486.4,493.39,493.39,493.39,493.39,497.29,497.29,524.64,524.64,524.64,524.64,524.64,524.64,524.64,524.64,524.64,524.64,524.64,592.14,592.14,592.14,592.14
214,"DOM","Dominican Republic",9,"Flooded Grasslands & Savannas                           ",379.62,384.19,384.19,384.19,391.73,384.19,384.19,384.19,384.19,384.19,384.19,384.19,384.19,391.73,391.73,391.73,391.73,391.73,391.73,391.73,391.73,391.73,391.73,391.73,391.73,391.73,391.73,391.73
214,"DOM","Dominican Republic",2,"Tropical & Subtropical Dry Broadleaf Forests            ",942.21,2769.56,2769.56,2769.56,3906.01,2769.56,2843.66,2853.52,2853.52,2853.52,2853.52,2853.58,2853.58,3906.01,3906.01,3906.01,3906.01,3906.01,3906.01,3906.01,3906.01,3906.01,3919.28,3919.28,3919.28,3919.28,3919.28,3919.28
214,"DOM","Dominican Republic",1,"Tropical & Subtropical Moist Broadleaf Forests          ",1205.69,2350.6,2350.6,2728.29,3213.81,2728.29,2742.9,2819.5,2819.5,2819.5,2819.5,2924.29,2924.29,3213.81,3213.81,3213.81,3213.81,3213.81,3213.81,3213.81,3213.81,3213.81,3213.81,3213.81,3492.6,3492.6,3492.6,3492.6
218,"ECU","Ecuador",1,"Tropical & Subtropical Moist Broadleaf Forests          ",30165.17,30165.17,30165.17,30171.16,44489.85,32932.77,32932.77,36636.68,36636.68,36637.31,36662.97,43980.66,43980.66,44485.4,44489.85,44489.85,44489.85,44729.88,45855.38,45862.96,46055.48,48966.9,48966.9,49169.77,49169.77,50020.1,50020.1,50020.1
218,"ECU","Ecuador",10,"Montane Grasslands & Shrublands                         ",2817.54,2817.54,2817.54,2971.83,4511.01,3487.95,3487.95,4495.86,4495.86,4495.86,4495.86,4495.86,4495.86,4511.01,4511.01,4511.01,4511.01,4678.09,4678.71,4678.71,4918.02,5734.1,5734.1,5817,5817,5902.69,5902.69,5902.69
218,"ECU","Ecuador",13,"Deserts & Xeric Shrublands                              ",8359.66,8359.66,8359.66,8359.66,8359.88,8359.66,8359.66,8359.66,8359.66,8359.88,8359.88,8359.88,8359.88,8359.88,8359.88,8359.88,8359.88,8359.88,8359.88,8359.88,8359.88,8359.88,8359.88,8359.88,8359.88,8359.88,8359.88,8359.88
218,"ECU","Ecuador",14,"Mangroves                                               ",440.86,507.19,507.19,507.19,1116.17,507.19,976.93,1026.75,1026.75,1026.75,1027.35,1043.52,1062.1,1067.34,1116.17,1116.17,1116.17,1116.17,1135.73,1135.73,1135.73,1135.73,1136.5,1173.78,1173.78,1173.78,1173.78,1173.78
218,"ECU","Ecuador",9,"Flooded Grasslands & Savannas                           ",40.61,57.4,57.4,57.4,65.25,57.4,57.4,57.4,57.4,57.4,57.4,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25
218,"ECU","Ecuador",2,"Tropical & Subtropical Dry Broadleaf Forests            ",417.16,511.41,511.41,511.41,622.91,511.41,511.41,511.41,511.41,511.41,511.41,511.41,622.91,622.91,622.91,622.91,622.91,622.91,622.91,682.4,682.4,682.4,697.2,697.2,697.2,697.2,697.2,697.2
818,"EGY","Egypt",13,"Deserts & Xeric Shrublands                              ",4173.68,4173.68,4173.68,4186.28,65437.29,25818.31,36223.05,49103.71,49103.71,51822.11,51872.79,51872.79,51872.79,60576.79,65437.29,65437.29,65437.29,65493.79,117432.53,117432.53,117432.53,117660.1,117660.1,117675.18,117675.18,117675.18,117675.18,117675.18
818,"EGY","Egypt",12,"Mediterranean Forests, Woodlands & Scrub                ",170.81,170.81,170.81,170.81,339.1,170.81,170.81,170.81,170.81,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1,339.1
818,"EGY","Egypt",9,"Flooded Grasslands & Savannas                           ",571.83,571.83,571.83,571.83,3672.87,571.83,571.83,571.83,571.83,1507.79,1514.81,1514.81,1514.81,3672.87,3672.87,3672.87,3672.87,3672.87,3673.81,3673.81,3673.81,3673.81,3673.81,3673.81,3673.81,3673.81,3673.81,3673.81
222,"SLV","El Salvador",14,"Mangroves                                               ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.03,332.03,408.5,409.58,409.58,410.92,478.09,478.09,478.09,494.65,494.65,494.65
222,"SLV","El Salvador",1,"Tropical & Subtropical Moist Broadleaf Forests          ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.56,359.97,359.97,367.55,367.55,367.55,367.55,367.55,367.55,367.55
222,"SLV","El Salvador",2,"Tropical & Subtropical Dry Broadleaf Forests            ",0,0,0,0,22.85,0,0,0,15.69,15.69,22.85,22.85,22.85,22.85,22.85,22.85,42.2,42.2,489.1,495.14,513.77,746.01,1002.61,1002.61,1002.61,1053.83,1053.83,1053.83
222,"SLV","El Salvador",3,"Tropical & Subtropical Coniferous Forests               ",0,0,0,0,0.35,0,0,0,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,609.14,609.14,864.82,877.48,881.63,889.27,889.27,889.27,889.27,889.27,889.27,889.27
226,"GNQ","Equatorial Guinea",14,"Mangroves                                               ",0,40.45,40.45,40.45,671.24,40.45,40.45,40.45,40.45,40.45,40.45,661.48,661.48,661.48,671.24,671.24,671.24,671.24,671.24,671.24,671.24,671.24,671.24,671.24,671.24,671.24,671.24,671.24
226,"GNQ","Equatorial Guinea",1,"Tropical & Subtropical Moist Broadleaf Forests          ",0,1911.94,1911.94,1911.94,4590.09,1911.94,1911.94,1911.94,1911.94,1911.94,1911.94,4587.64,4587.64,4587.64,4590.09,4590.09,4590.09,4590.09,4590.09,4590.09,4590.09,4590.09,4590.09,4590.09,4590.09,4590.09,4590.09,4590.09
232,"ERI","Eritrea",1,"Tropical & Subtropical Moist Broadleaf Forests          ",0,0,0,0,562.35,562.35,562.35,562.35,562.35,562.35,562.35,562.35,562.35,562.35,562.35,562.35,562.35,562.35,562.35,562.35,562.35,562.35,562.35,562.35,562.35,562.35,562.35,562.35
232,"ERI","Eritrea",13,"Deserts & Xeric Shrublands                              ",0,0,0,0,642.35,642.35,642.35,642.35,642.35,642.35,642.35,642.35,642.35,642.35,642.35,642.35,642.35,642.35,642.35,642.35,642.35,642.35,642.35,642.35,642.35,642.35,642.35,642.35
232,"ERI","Eritrea",10,"Montane Grasslands & Shrublands                         ",0,0,0,0,160.4,160.4,160.4,160.4,160.4,160.4,160.4,160.4,160.4,160.4,160.4,160.4,160.4,160.4,160.4,160.4,160.4,160.4,160.4,160.4,160.4,160.4,160.4,160.4
232,"ERI","Eritrea",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",0,0,0,0,4544.8,4544.8,4544.8,4544.8,4544.8,4544.8,4544.8,4544.8,4544.8,4544.8,4544.8,4544.8,4544.8,4544.8,4544.8,4544.8,4544.8,4544.8,4544.8,4544.8,4544.8,4544.8,4544.8,4544.8
233,"EST","Estonia",4,"Temperate Broadleaf & Mixed Forests                     ",0,0,5913.75,5913.75,7403.07,5915.03,5915.05,5915.05,7157.75,7158.27,7162.76,7196.37,7233.2,7307.24,7403.07,12249.59,12304.95,12410.82,12490.53,12498.59,12537.63,12591.56,12685.74,12714.97,12748.93,12791.14,12797.76,12797.76
231,"ETH","Ethiopia",13,"Deserts & Xeric Shrublands                              ",0,0,0,0,10860.83,10860.83,10860.83,10860.83,10860.83,10860.83,10860.83,10860.83,10860.83,10860.83,10860.83,10860.83,10860.83,10860.83,10860.83,10860.83,10860.83,10860.83,10860.83,10860.83,10860.83,10860.83,10860.83,10860.83
231,"ETH","Ethiopia",10,"Montane Grasslands & Shrublands                         ",0,0,0,0,31219.99,31219.99,31219.99,31219.99,31219.99,31219.99,31219.99,31219.99,31219.99,31219.99,31219.99,31219.99,31219.99,31735.59,31817.7,31817.7,31817.7,33188.32,33188.32,33188.32,33188.32,33188.32,33188.32,33188.32
231,"ETH","Ethiopia",1,"Tropical & Subtropical Moist Broadleaf Forests          ",0,0,0,0,22532.76,22532.76,22532.76,22532.76,22532.76,22532.76,22532.76,22532.76,22532.76,22532.76,22532.76,22532.76,22532.76,23239.21,23883.73,23883.73,23883.73,24352.59,24352.59,24352.59,24352.59,24352.59,24352.59,24352.59
231,"ETH","Ethiopia",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",0,0,0,0,136410.44,136410.44,136410.44,136410.44,136410.44,136410.44,136410.44,136410.44,136410.44,136410.44,136410.44,136410.44,136410.44,138039.06,142199.74,142199.74,142199.74,142199.74,142199.74,142199.74,142199.74,142199.74,142199.74,142199.74
231,"ETH","Ethiopia",9,"Flooded Grasslands & Savannas                           ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,"FRO","Faeroe Islands",8,"Temperate Grasslands, Savannas & Shrublands             ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.76,60.76,60.76,60.76,60.76
238,"FLK","Falkland Islands",8,"Temperate Grasslands, Savannas & Shrublands             ",36.37,81.72,81.72,81.72,97.06,81.72,81.72,81.72,81.72,81.72,81.72,81.72,97.06,97.06,97.06,97.06,97.06,97.06,97.06,97.06,97.06,97.06,97.06,97.06,97.06,97.06,97.06,97.06
242,"FJI","Fiji",1,"Tropical & Subtropical Moist Broadleaf Forests          ",63.55,78.8,81.87,81.87,153.87,81.87,81.87,81.87,108.81,108.81,108.81,119.84,124.58,131.64,153.87,199.64,202.96,421.8,432.66,432.66,432.66,432.66,432.66,432.66,432.66,432.66,432.66,432.66
242,"FJI","Fiji",2,"Tropical & Subtropical Dry Broadleaf Forests            ",78.89,78.9,78.9,78.9,187.33,78.9,78.9,78.9,78.9,78.9,80.15,81.74,148.59,149.05,187.33,310.67,310.67,310.73,310.73,310.73,310.73,310.73,310.73,310.73,310.73,310.73,310.73,310.73
246,"FIN","Finland",11,"Tundra                                                  ",263.88,264.44,2911.24,2912.05,3184.82,2912.05,2912.05,2949.13,2949.14,2949.14,2949.14,3184.82,3184.82,3184.82,3184.82,3185.09,3185.09,3185.09,3185.09,3185.09,3185.09,3185.09,3185.09,3185.09,3185.09,3185.09,3185.09,3185.09
246,"FIN","Finland",6,"Boreal Forests/Taiga                                    ",14099.24,14432.14,26771.63,30209.26,55601.14,38218.44,38307.04,46706.95,48767.08,49298.06,49311.92,55547.17,55567.49,55581.41,55601.14,55728.7,55780.14,55796.41,55816.1,55839.25,55856.43,55881.04,55914.46,55947.92,55985.95,56063.57,56071.19,56071.19
246,"FIN","Finland",4,"Temperate Broadleaf & Mixed Forests                     ",17.63,18.95,18.97,19.13,5169.93,5165.16,5165.16,5165.43,5168.41,5168.41,5168.41,5169.93,5169.93,5169.93,5169.93,5169.93,5169.99,5169.99,5169.99,5169.99,5169.99,5169.99,5169.99,5169.99,5169.99,5169.99,5169.99,5169.99
250,"FRA","France",5,"Temperate Conifer Forests                               ",6430.13,6444.48,6523.99,6529.14,8545.28,6534.13,7746.77,8516.18,8516.58,8516.58,8520.51,8527.66,8537.97,8545.15,8545.28,8551.11,8936.86,8996.77,8996.77,9024.04,9035.09,9036.95,9036.98,9037.78,9037.78,9062.79,9062.79,9062.79
250,"FRA","France",12,"Mediterranean Forests, Woodlands & Scrub                ",12860.98,13708.28,13752.35,13770.37,27090.06,13819.76,17391.63,22655.18,25263.63,25268.93,25273.04,25281.59,25817.45,25946.05,27090.06,27541.29,28584.98,30032.24,30196.58,30230.15,30242.88,30244.14,30246.68,30946.64,30948.83,30952.52,32097.56,32097.56
250,"FRA","France",4,"Temperate Broadleaf & Mixed Forests                     ",37507.37,37701.42,41147.81,41207.99,81818.43,41699.17,56623.34,63198.5,63351.47,70253.47,72459.73,72713.62,78167.71,79180.89,81818.43,87521.81,90554.94,97391.69,98866.37,99050.55,101310.3,101547.28,102144.7,102203.82,102255,104137.32,104149.52,104149.6
254,"GUF","French Guiana",1,"Tropical & Subtropical Moist Broadleaf Forests          ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,"GUF","French Guiana",14,"Mangroves                                               ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,"PYF","French Polynesia",1,"Tropical & Subtropical Moist Broadleaf Forests          ",31.96,31.96,31.96,47.04,47.04,47.04,47.04,47.04,47.04,47.04,47.04,47.04,47.04,47.04,47.04,47.04,47.04,47.04,47.04,81.53,81.53,81.53,81.53,81.53,81.53,81.53,81.53,81.53
266,"GAB","Gabon",1,"Tropical & Subtropical Moist Broadleaf Forests          ",13750.29,13750.29,13750.29,13750.29,35889.16,13750.29,13750.29,13750.29,13750.29,16121.17,16121.17,16121.17,16121.17,35579.79,35889.16,35889.16,35889.16,35889.16,40100.68,40100.68,46671.01,46671.01,46671.01,46671.01,46671.01,46671.01,46671.01,46671.01
266,"GAB","Gabon",14,"Mangroves                                               ",28.46,28.46,28.46,28.46,759.96,28.46,28.46,28.46,28.46,28.46,28.46,28.46,28.46,221.83,759.96,759.96,759.96,759.96,1160.02,1160.02,2507.56,2507.56,2507.56,2507.56,2507.56,2507.56,2507.56,2507.56
266,"GAB","Gabon",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",1.25,1.25,1.25,1.25,2998.6,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,2884.18,2998.6,2998.6,2998.6,2998.6,2998.6,2998.6,3297.23,3297.23,3297.23,3297.23,3297.23,3297.23,3297.23,3297.23
270,"GMB","Gambia",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",166.66,166.66,166.66,166.66,372.09,174.8,174.8,372.09,372.09,372.09,372.09,372.09,372.09,372.09,372.09,372.09,372.09,372.09,373.32,373.32,373.32,373.32,373.32,373.32,373.32,373.32,373.32,373.32
270,"GMB","Gambia",14,"Mangroves                                               ",4.11,4.11,4.11,4.11,59.34,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,59.34,59.34,59.34,59.34,59.34,59.34,59.34,59.34,59.34,59.34,59.34,59.34,59.34,59.34
268,"GEO","Georgia",8,"Temperate Grasslands, Savannas & Shrublands             ",0,0,0,0,1.56,0,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,157.05,157.05,163.75,163.75,163.75,163.75
268,"GEO","Georgia",13,"Deserts & Xeric Shrublands                              ",0,0,111.23,111.23,476.33,111.23,111.23,242.26,242.26,242.26,242.26,242.26,242.26,242.26,476.33,476.33,476.33,476.33,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6,479.6
268,"GEO","Georgia",4,"Temperate Broadleaf & Mixed Forests                     ",0,0,1095.03,1095.03,3586.79,1095.03,2043.82,2043.82,2051.65,2322.75,2322.75,2322.75,2322.75,2322.75,3586.79,3586.79,3586.79,3743.76,4191.25,4191.25,4191.25,4191.25,4191.25,4280.21,4288.17,5076.27,5076.27,5081.88
276,"DEU","Germany",4,"Temperate Broadleaf & Mixed Forests                     ",0,59742.84,61972.94,63561.89,110457.31,67208.03,72368.57,76049.11,80388.4,88416.88,92735.2,98170.99,106536.34,107849.94,110457.31,119099.28,122104.51,125381.65,129007.48,132272.89,133359.61,134235.44,134687.8,134894.42,136983.87,138310.02,138330.16,138330.16
276,"DEU","Germany",5,"Temperate Conifer Forests                               ",0,1699.88,1729.6,1878.85,1981.86,1878.85,1913.81,1914.19,1914.19,1936.72,1942.05,1961.21,1981.86,1981.86,1981.86,2154.96,2154.96,2219.62,2233.77,2233.77,2233.77,2233.77,2233.77,2233.77,2233.77,2233.77,2233.77,2233.77
288,"GHA","Ghana",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",16137.19,18288.91,18288.91,18416.9,18416.9,18416.9,18416.9,18416.9,18416.9,18416.9,18416.9,18416.9,18416.9,18416.9,18416.9,18416.9,18416.9,18416.9,18416.9,18416.9,18416.9,18416.9,18416.9,18416.9,18416.9,18416.9,18416.9,18416.9
288,"GHA","Ghana",1,"Tropical & Subtropical Moist Broadleaf Forests          ",16265.94,16835.09,16951.84,16961.89,16961.89,16961.89,16961.89,16961.89,16961.89,16961.89,16961.89,16961.89,16961.89,16961.89,16961.89,16961.89,16961.89,16961.89,16961.89,16961.89,16961.89,16961.89,16961.89,16961.89,16961.89,16961.89,16961.89,16961.89
288,"GHA","Ghana",14,"Mangroves                                               ",0,0,0,508.86,508.86,508.86,508.86,508.86,508.86,508.86,508.86,508.86,508.86,508.86,508.86,508.86,508.86,508.86,508.86,508.86,508.86,508.86,510.77,510.77,510.77,510.77,510.77,510.77
292,"GIB","Gibraltar",12,"Mediterranean Forests, Woodlands & Scrub                ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,"GRC","Greece",12,"Mediterranean Forests, Woodlands & Scrub                ",10393.93,10525.4,10642.46,12275.1,34060.53,15530.01,27656.83,27809.9,28841.29,28951.21,28995.03,29106.43,31772.36,33821.14,34060.53,34568.27,35254.67,35592.42,35629.4,37360.91,37846.05,40085.82,40085.82,40087.45,40087.45,40087.45,40087.45,40087.45
300,"GRC","Greece",4,"Temperate Broadleaf & Mixed Forests                     ",2061.73,2118.89,2118.89,2118.89,4284.55,2529.85,3478.18,3478.21,3478.21,3938.57,3938.57,3938.57,4274.47,4277.18,4284.55,4284.55,4449.53,4731.91,4735.55,4735.55,5186.71,6514.24,6514.24,6514.24,6514.24,6514.24,6514.24,6514.24
304,"GRL","Greenland",11,"Tundra                                                  ",243631.27,243631.27,243631.27,243631.27,244001.59,243631.27,243631.27,243631.27,243631.27,243633.79,243633.79,243633.79,243633.79,243633.79,244001.59,244001.59,244041.18,244041.18,244041.18,244671.79,244671.79,245172.24,247181.6,247181.6,247181.6,247181.6,247181.6,247181.6
308,"GRD","Grenada",13,"Deserts & Xeric Shrublands                              ",0,0,0,0,1.41,0,0,0,0,0,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
308,"GRD","Grenada",1,"Tropical & Subtropical Moist Broadleaf Forests          ",17.37,27.1,27.1,27.1,27.96,27.1,27.1,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96,27.96
308,"GRD","Grenada",2,"Tropical & Subtropical Dry Broadleaf Forests            ",0,0.53,0.53,0.53,1.07,0.53,0.53,0.95,0.95,0.95,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,2.1,2.1,2.1,5.59,5.59,5.59,5.59,5.59
312,"GLP","Guadeloupe",14,"Mangroves                                               ",98.06,98.06,99.83,138.38,150.09,139.69,139.79,139.79,139.79,144.84,144.84,144.84,144.84,144.84,150.09,150.09,150.09,150.09,150.09,150.09,150.17,150.17,150.83,150.83,150.83,150.83,150.83,150.83
312,"GLP","Guadeloupe",13,"Deserts & Xeric Shrublands                              ",351.8,351.8,358.29,398.44,400.56,398.56,398.72,398.72,398.72,398.72,398.72,398.76,398.76,398.76,400.56,400.56,400.56,400.56,400.58,401.12,401.12,440.34,440.34,440.34,440.34,440.34,440.34,440.34
312,"GLP","Guadeloupe",1,"Tropical & Subtropical Moist Broadleaf Forests          ",609.07,609.07,609.07,644.22,644.38,644.22,644.22,644.22,644.29,644.29,644.29,644.29,644.29,644.29,644.38,644.38,644.38,644.38,644.38,644.38,644.38,697.65,697.65,697.65,697.65,697.65,697.65,697.65
316,"GUM","Guam",2,"Tropical & Subtropical Dry Broadleaf Forests            ",7.08,21.98,21.98,21.98,132.25,132.25,132.25,132.25,132.25,132.25,132.25,132.25,132.25,132.25,132.25,132.25,132.25,132.25,132.25,132.25,132.25,132.25,132.25,132.25,132.25,132.25,132.25,132.25
320,"GTM","Guatemala",3,"Tropical & Subtropical Coniferous Forests               ",1449.21,1449.76,1449.76,1449.76,2126.56,1449.76,1449.76,1621.66,1994.52,2038.76,2063.35,2079.49,2109.98,2126.4,2126.56,2179.01,2179.65,2187.89,2256.27,2259.3,2259.3,2259.3,2259.3,2259.3,2259.3,2259.3,2259.3,2259.3
320,"GTM","Guatemala",1,"Tropical & Subtropical Moist Broadleaf Forests          ",9411.88,26134.71,26134.71,26320.39,29611.59,26320.39,27757.69,28648.99,28800.37,28835.61,28849.83,29124.8,29173.99,29230.57,29611.59,29648.7,30038.47,31141.42,31176.49,31186.3,31186.3,31186.3,31186.3,31186.3,31186.3,31186.3,31186.3,31186.3
320,"GTM","Guatemala",2,"Tropical & Subtropical Dry Broadleaf Forests            ",210.56,210.56,210.56,210.56,237.11,210.56,232.21,232.45,232.45,232.45,234.36,234.36,237.11,237.11,237.11,237.11,237.11,237.11,237.11,237.11,237.11,237.11,237.11,237.11,237.11,237.11,237.11,237.11
320,"GTM","Guatemala",14,"Mangroves                                               ",57.58,57.95,57.95,57.95,425.3,57.95,175.02,259.8,261.22,262.8,262.8,422.28,425.3,425.3,425.3,425.3,475.66,479.83,482.9,482.9,482.9,482.9,482.9,482.9,482.9,482.9,482.9,482.9
320,"GTM","Guatemala",13,"Deserts & Xeric Shrublands                              ",47.6,438.06,438.06,449.33,450.98,449.33,449.33,449.33,449.33,449.33,449.33,449.33,449.33,449.33,450.98,451.43,452.33,453.35,459.16,459.16,459.16,459.16,459.16,459.16,459.16,459.16,459.16,459.16
324,"GIN","Guinea",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",12251.94,13349.73,13349.73,13982.83,56688.75,13983.21,13983.21,13983.21,13983.21,13983.21,13983.21,13983.21,13983.21,56688.75,56688.75,56688.75,60686.98,60686.98,66436.59,66436.59,66436.59,66436.59,66436.59,66436.59,66436.59,66436.59,66436.59,66436.59
324,"GIN","Guinea",1,"Tropical & Subtropical Moist Broadleaf Forests          ",4401.34,4575.7,4575.7,4743.23,5247,4743.23,4743.23,4743.23,4743.23,4743.23,4743.23,4743.23,4743.23,5247,5247,5247,9016.05,9016.05,10467.14,10467.14,10467.14,10467.14,10467.14,10467.14,10467.14,10467.14,10467.14,10467.14
324,"GIN","Guinea",14,"Mangroves                                               ",0,0,0,375.25,375.25,375.25,375.25,375.25,375.25,375.25,375.25,375.25,375.25,375.25,375.25,375.25,375.25,375.25,375.25,375.25,375.25,375.25,375.25,375.25,375.25,375.25,375.25,375.25
624,"GNB","Guinea-Bissau",14,"Mangroves                                               ",759.61,869.62,869.62,869.62,1963.24,869.62,869.62,996.71,996.71,996.71,996.71,1963.24,1963.24,1963.24,1963.24,1963.24,1963.24,1963.24,1963.24,1963.24,1963.24,1963.24,1963.24,1963.24,1963.24,1966.58,1981.83,1981.83
624,"GNB","Guinea-Bissau",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",1654.46,2042.27,2042.27,2042.27,3975.38,2042.27,2042.27,3597.12,3597.12,3597.12,3597.12,3975.38,3975.38,3975.38,3975.38,3975.38,3975.38,3975.38,3975.38,3975.38,3975.38,3975.38,3975.38,3975.38,3975.38,3976.12,4123.09,4123.09
328,"GUY","Guyana",1,"Tropical & Subtropical Moist Broadleaf Forests          ",614.31,614.31,614.31,614.31,4355.11,614.31,614.31,4355.11,4355.11,4355.11,4355.11,4355.11,4355.11,4355.11,4355.11,4355.11,4355.11,4355.11,10739.5,10739.5,10739.5,10739.5,18037.63,18037.63,18037.63,18037.63,18037.63,18037.63
328,"GUY","Guyana",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.37,77.37,77.37,77.37,77.37,77.37
328,"GUY","Guyana",14,"Mangroves                                               ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.71,8.71,8.71,8.71,8.71,8.71
332,"HTI","Haiti",14,"Mangroves                                               ",0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
332,"HTI","Haiti",3,"Tropical & Subtropical Coniferous Forests               ",28.33,28.33,28.33,28.33,28.33,28.33,28.33,28.33,28.33,28.33,28.33,28.33,28.33,28.33,28.33,28.33,28.33,28.33,28.33,28.33,28.33,28.33,28.33,28.33,28.33,28.33,28.33,28.33
332,"HTI","Haiti",9,"Flooded Grasslands & Savannas                           ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,"HTI","Haiti",2,"Tropical & Subtropical Dry Broadleaf Forests            ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,"HTI","Haiti",1,"Tropical & Subtropical Moist Broadleaf Forests          ",45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29,45.29
