"code","iso","country","biome","biome_description","TPA.raw.1990","TPA.raw.1991","TPA.raw.1992","TPA.raw.1993","TPA.raw.1994","TPA.raw.1995","TPA.raw.1996","TPA.raw.1997","TPA.raw.1998","TPA.raw.1999","TPA.raw.2000","TPA.raw.2001","TPA.raw.2002","TPA.raw.2003","TPA.raw.2004","TPA.raw.2005","TPA.raw.2006","TPA.raw.2007","TPA.raw.2008","TPA.raw.2009","TPA.raw.2010","TPA.raw.2011","TPA.raw.2012","TPA.raw.2013","TPA.raw.2014","TPA.raw.2015","TPA.raw.2016","TPA.raw.2017"
4,"AFG","Afghanistan",5,"Temperate Conifer Forests                               ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"AFG","Afghanistan",10,"Montane Grasslands & Shrublands                         ",75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,75.14,478.65,478.65,478.65,478.65,478.65,478.65,478.65,478.65
4,"AFG","Afghanistan",13,"Deserts & Xeric Shrublands                              ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.48,194.48,194.48,194.48,194.48,194.48,194.48,194.48
4,"AFG","Afghanistan",8,"Temperate Grasslands, Savannas & Shrublands             ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"ALB","Albania",4,"Temperate Broadleaf & Mixed Forests                     ",47.88,47.88,47.88,47.88,362.63,47.88,47.88,362.63,362.63,362.63,362.63,362.63,362.63,362.63,362.63,362.63,362.63,362.63,362.63,362.63,362.63,362.63,362.63,362.63,845.64,845.64,845.64,845.64
8,"ALB","Albania",12,"Mediterranean Forests, Woodlands & Scrub                ",287.36,287.36,287.36,287.36,1074.76,287.36,434.88,736.14,736.14,736.14,981.11,981.11,981.11,1011.05,1074.76,1333.06,1821.57,2353.69,2761.8,3440.79,3440.79,3567.18,3567.18,3814.61,4253.22,4253.22,4253.22,4253.22
12,"DZA","Algeria",9,"Flooded Grasslands & Savannas                           ",0,0,0,0,5863.07,0,0,0,0,0,0,0,2171.41,2171.41,5863.07,5863.07,5863.07,5863.07,5863.07,5863.07,5863.07,5863.07,5863.07,5863.07,5863.07,5863.07,5863.07,5863.07
12,"DZA","Algeria",12,"Mediterranean Forests, Woodlands & Scrub                ",1978.45,1978.45,1978.45,1978.45,19511.15,2042.95,2042.95,2042.95,2368.32,2368.32,2553.03,2553.03,15904.68,16149.98,19511.15,20556.32,20556.32,20556.32,20556.32,20556.32,20638.7,20638.7,20729.41,20729.41,20729.41,20729.41,20729.41,20729.41
12,"DZA","Algeria",13,"Deserts & Xeric Shrublands                              ",144069.68,144069.68,144069.68,144069.68,146776.93,144069.68,144069.68,144069.68,144069.68,144069.68,144069.68,144069.68,146496.47,146496.47,146776.93,147105.26,147105.26,147105.26,147105.26,147105.26,147105.26,147105.26,147105.26,147105.26,147105.26,147105.26,147105.26,147105.26
12,"DZA","Algeria",5,"Temperate Conifer Forests                               ",249.47,249.47,249.47,249.47,546.94,249.47,249.47,249.47,262.66,262.66,262.66,262.66,339.82,339.82,546.94,547.04,547.04,547.04,547.04,547.04,671.73,671.73,671.73,671.73,671.73,671.73,671.73,671.73
16,"ASM","American Samoa",1,"Tropical & Subtropical Moist Broadleaf Forests          ",56.45,56.45,56.45,56.45,57.18,56.45,56.45,56.45,56.45,56.45,56.45,56.45,56.63,56.74,57.18,57.18,57.3,57.3,57.3,57.3,57.57,57.57,57.57,57.57,57.57,57.57,57.57,57.57
20,"AND","Andorra",4,"Temperate Broadleaf & Mixed Forests                     ",19.36,26.86,26.86,26.86,26.86,26.86,26.86,26.86,26.86,26.86,26.86,26.86,26.86,26.86,26.86,26.86,26.86,26.86,26.86,26.86,26.86,26.86,26.86,37.5,77.25,90.81,90.81,90.81
24,"AGO","Angola",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",54333.31,54333.31,54333.31,54333.31,54333.31,54333.31,54333.31,54333.31,54333.31,54333.31,54333.31,54333.31,54333.31,54333.31,54333.31,54333.31,54333.31,54333.31,54333.31,54333.31,54333.31,54333.31,54333.31,54333.31,54333.31,54333.31,54333.31,54333.31
24,"AGO","Angola",1,"Tropical & Subtropical Moist Broadleaf Forests          ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"AGO","Angola",9,"Flooded Grasslands & Savannas                           ",1601.89,1601.89,1601.89,1601.89,1601.89,1601.89,1601.89,1601.89,1601.89,1601.89,1601.89,1601.89,1601.89,1601.89,1601.89,1601.89,1601.89,1601.89,1601.89,1601.89,1601.89,1601.89,1601.89,1601.89,1601.89,1601.89,1601.89,1601.89
24,"AGO","Angola",14,"Mangroves                                               ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"AGO","Angola",10,"Montane Grasslands & Shrublands                         ",8695.3,8695.3,8695.3,8695.3,8695.3,8695.3,8695.3,8695.3,8695.3,8695.3,8695.3,8695.3,8695.3,8695.3,8695.3,8695.3,8695.3,8695.3,8695.3,8695.3,8695.3,8695.3,8695.3,8695.3,8695.3,8695.3,8695.3,8695.3
24,"AGO","Angola",2,"Tropical & Subtropical Dry Broadleaf Forests            ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"AGO","Angola",13,"Deserts & Xeric Shrublands                              ",22871.22,22871.22,22871.22,22871.22,22871.22,22871.22,22871.22,22871.22,22871.22,22871.22,22871.22,22871.22,22871.22,22871.22,22871.22,22871.22,22871.22,22871.22,22871.22,22871.22,22871.22,22871.22,22871.22,22871.22,22871.22,22871.22,22871.22,22871.22
660,"AIA","Anguilla",2,"Tropical & Subtropical Dry Broadleaf Forests            ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,"AIA","Anguilla",13,"Deserts & Xeric Shrublands                              ",0,0,0,0,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,8.08,8.08,8.08,8.08,8.08,8.08,8.08,8.08,8.08,8.08
28,"ATG","Antigua and Barbuda",1,"Tropical & Subtropical Moist Broadleaf Forests          ",7.02,7.02,7.02,7.02,7.48,7.02,7.02,7.02,7.02,7.02,7.48,7.48,7.48,7.48,7.48,7.48,7.48,7.48,7.48,7.48,7.48,7.48,7.48,7.48,7.48,7.48,7.48,7.48
28,"ATG","Antigua and Barbuda",13,"Deserts & Xeric Shrublands                              ",8.68,8.68,8.68,8.68,12.1,8.68,8.68,8.68,8.68,8.68,12.1,12.1,12.1,12.1,12.1,12.1,79.94,79.94,79.94,81.11,81.11,81.11,81.11,81.11,81.11,81.11,81.11,81.11
28,"ATG","Antigua and Barbuda",2,"Tropical & Subtropical Dry Broadleaf Forests            ",10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,13.58,13.58,13.58,13.58,13.58,13.58,13.58,13.58,13.58,13.58,13.58,13.58
32,"ARG","Argentina",8,"Temperate Grasslands, Savannas & Shrublands             ",32131.83,34845.83,35101.72,35758.16,60006.39,39973.48,40396.66,41727.3,45541.02,46762.19,54532.81,57446.08,59700.41,59880.14,60006.39,61174.73,61326.09,63388.93,64795.54,65734.9,66138.22,66152.81,66282.5,69440.55,69447.59,72577.28,73849.53,73871.04
32,"ARG","Argentina",1,"Tropical & Subtropical Moist Broadleaf Forests          ",4509.35,4514.54,4529.1,4893.17,16954.68,5115.82,7221.49,7494.46,7515.8,7520.2,7520.44,7774.73,7775.72,16944.39,16954.68,17429.53,17429.7,17451.73,17451.73,17530.88,17530.88,17530.88,17530.88,17530.88,17530.88,17598.61,17609.03,17609.03
32,"ARG","Argentina",4,"Temperate Broadleaf & Mixed Forests                     ",21285.45,21285.45,21285.45,21397,24620.92,23324.32,23327.93,23344.48,23344.49,23344.49,23344.49,24367.7,24367.7,24390.84,24620.92,24635.82,25197.65,26092.1,31653.57,31653.57,31671.29,31671.29,31671.29,31671.29,31671.29,31671.29,31671.29,32375.76
32,"ARG","Argentina",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",12719.94,12732.17,13297.71,13302.07,31987.21,22605.91,23658.95,24019.22,24019.22,24210.9,26789.68,28080.88,28622.25,30095.79,31987.21,34696.79,38434.69,38434.69,38434.69,38434.69,38552.11,38552.11,38553.04,38579.68,38579.68,39887.77,39889.83,39889.83
32,"ARG","Argentina",9,"Flooded Grasslands & Savannas                           ",175.69,192.35,247.77,247.77,9690.01,258.74,258.88,259.4,259.4,259.4,280.83,1214,5345.04,5376.12,9690.01,11781.18,11791.46,11807.02,11807.02,11807.09,11807.09,11855.3,11873.42,11873.42,11873.42,11873.42,13471.75,13471.75
32,"ARG","Argentina",10,"Montane Grasslands & Shrublands                         ",49143.45,54342.08,54347.59,57557.67,92375.32,80799.46,81106.11,81676.62,83700.55,83701.93,83706.63,90784.55,90784.55,92224.98,92375.32,92417.02,92557.15,92557.15,92562.98,92562.98,101418.86,101418.86,103174.89,103174.89,103174.89,103185.59,103185.59,103185.59
51,"ARM","Armenia",13,"Deserts & Xeric Shrublands                              ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"ARM","Armenia",4,"Temperate Broadleaf & Mixed Forests                     ",0,0,681.66,681.66,3000.29,2605.79,2605.79,2605.79,2605.79,2605.79,2605.79,2605.79,2609.44,3000.29,3000.29,3000.29,3000.29,3000.29,3000.29,3000.29,3623.49,3624.97,3624.97,3624.97,3624.97,3624.97,3624.97,3624.97
51,"ARM","Armenia",8,"Temperate Grasslands, Savannas & Shrublands             ",0,0,1648.31,1648.31,2891.96,2891.96,2891.96,2891.96,2891.96,2891.96,2891.96,2891.96,2891.96,2891.96,2891.96,2891.96,2891.96,2891.96,2893.58,2893.58,3134.68,3134.68,3134.68,3134.68,3134.68,3134.68,3134.68,3134.68
533,"ABW","Aruba",13,"Deserts & Xeric Shrublands                              ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,"ABW","Aruba",14,"Mangroves                                               ",0.7,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78
36,"AUS","Australia",8,"Temperate Grasslands, Savannas & Shrublands             ",4687.81,4751.03,4751.04,4941.3,13142.4,5600.03,5600.32,8279.37,8279.37,9800.16,9831.9,11141.92,11145.33,12293.97,13142.4,13185.77,16442.9,16443.01,16688.72,17461.11,17860.23,21306.58,21551.53,21883.25,22009.44,22009.44,22009.44,22009.44
36,"AUS","Australia",1,"Tropical & Subtropical Moist Broadleaf Forests          ",698.02,716.01,716.01,716.01,2472.91,825.65,892.8,1488.57,1494.26,1626.32,1630.67,2430.93,2436.64,2442.06,2472.91,3080.95,4517.37,4615.68,4634.53,5091.14,5623.18,7909.77,11453.27,11458.59,13403.33,13403.33,13403.33,13403.33
36,"AUS","Australia",4,"Temperate Broadleaf & Mixed Forests                     ",66714.15,66804.15,67860.96,69035.02,89208.61,71167.17,72947.47,74081.65,76313.51,76408.41,81019,83884.32,85814.89,87927.13,89208.61,89558,91143.56,92960.1,94790.97,95727.68,104172.64,105349.09,106733.95,106913.95,109995.18,110172.14,110172.14,110172.14
36,"AUS","Australia",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",48837.23,64824.8,66292.05,66353.22,99490.04,81702.97,82428.04,83616.83,83701.35,86024.32,88088.98,93733.73,95505.26,95596.19,99490.04,101439.77,102791.38,111293.7,112560.27,118967.46,142636.38,155254.66,170921.59,186458.73,237977.79,255817.46,255817.46,255817.46
36,"AUS","Australia",10,"Montane Grasslands & Shrublands                         ",7165.21,7165.25,7165.25,7178.65,7651.14,7579.19,7618.36,7618.36,7626.97,7626.97,7626.97,7626.97,7651.14,7651.14,7651.14,7651.14,7651.14,7651.14,7651.14,7651.14,7651.14,7651.14,7651.14,7651.14,7651.14,7651.14,7651.14,7651.14
36,"AUS","Australia",11,"Tundra                                                  ",193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3,193.3
36,"AUS","Australia",12,"Mediterranean Forests, Woodlands & Scrub                ",85855.72,87347.42,88701.82,90439.21,96652.36,92689.78,93062.94,93491.52,93629.6,94236.55,94414.37,96133.5,96390.56,96629.64,96652.36,102469.2,105473.44,105989.96,106273.85,106458.59,107409.55,107875.37,107999.38,108048.59,108115.12,108128.25,108134.62,108134.62
36,"AUS","Australia",13,"Deserts & Xeric Shrublands                              ",235626.81,263795.85,299352.99,299493.31,464635.69,304169.59,304180.03,308807.22,308807.22,318741.8,323509.04,352364.71,352927.02,463053.86,464635.69,464643.54,469020.03,469033.12,526372.94,529454.96,534330.48,540866.98,570671.6,674535.54,741678.8,798116.43,798116.43,798116.43
40,"AUT","Austria",5,"Temperate Conifer Forests                               ",11631.21,11653.1,12615.36,12626.02,15339.57,12643.48,12825.76,13044.31,14002.43,14760.23,14770.04,15057.09,15070.24,15130.78,15339.57,15515.81,15516.6,15541.07,15585.6,15614.7,15772.12,15774.92,15781.91,15786.59,15815.81,15834.31,15854.81,15854.81
40,"AUT","Austria",4,"Temperate Broadleaf & Mixed Forests                     ",3866.82,3887.34,3888.04,3892.41,6588.39,3894.84,4035.46,4597.98,4814.85,5654.21,5816.81,5834.15,6305.42,6588.34,6588.39,6865.6,6882.41,6958.57,6963.21,6989.38,7015.92,7017.07,7017.1,7089.28,7090.31,7126.25,7129.87,7129.87
31,"AZE","Azerbaijan",8,"Temperate Grasslands, Savannas & Shrublands             ",0,0,620.52,620.52,1142.28,952.91,952.91,952.91,952.91,952.91,952.91,952.91,952.91,952.91,1142.28,1142.28,1142.28,1142.28,1142.28,1142.28,1793.28,1793.28,1793.28,1793.28,1793.28,1793.28,1793.28,1793.28
31,"AZE","Azerbaijan",4,"Temperate Broadleaf & Mixed Forests                     ",0,0,2276.51,2276.51,2658.11,2378.67,2378.67,2378.67,2378.67,2378.67,2378.67,2378.67,2378.67,2378.67,2658.11,3063.56,3085.67,3853.01,3853.01,4046.08,4050.72,4050.72,4050.72,4050.72,4050.72,4050.72,4050.72,4050.72
31,"AZE","Azerbaijan",13,"Deserts & Xeric Shrublands                              ",0,0,1212.28,1212.28,2121.81,1213.26,1213.26,1213.26,1213.26,1213.26,1213.26,1213.26,1391.73,1391.73,2121.81,2267.87,2267.87,2417.67,2417.67,2447.14,2447.14,2447.14,2447.14,2447.14,2447.14,2447.14,2447.14,2447.14
44,"BHS","Bahamas",3,"Tropical & Subtropical Coniferous Forests               ",341.47,341.51,341.51,341.91,1290,427.46,427.46,427.46,441.38,441.38,441.38,441.38,441.38,1290,1290,1290,1290,1290,1290,1296.46,1296.97,1297.8,1297.8,1297.8,1297.8,1297.8,1297.8,1297.8
44,"BHS","Bahamas",14,"Mangroves                                               ",472.61,472.61,472.61,472.61,3308.54,472.61,472.61,472.61,473.13,473.13,473.13,473.13,473.13,3308.54,3308.54,3308.54,3308.54,3308.54,3308.54,3308.54,3317.89,3317.89,3317.89,3317.89,3317.89,3317.89,3317.89,3317.89
48,"BHR","Bahrain",13,"Deserts & Xeric Shrublands                              ",5.41,5.41,5.41,5.41,16.82,5.41,5.41,5.41,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09,21.09
50,"BGD","Bangladesh",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"BGD","Bangladesh",1,"Tropical & Subtropical Moist Broadleaf Forests          ",1102.77,1102.77,1102.77,1102.77,1264.11,1102.77,1102.77,1115.04,1115.04,1115.04,1172.7,1263.77,1264.11,1264.11,1264.11,1267.9,1270.34,1278.17,1298.94,1298.94,1421.17,1598.24,1601.52,1601.52,1607.23,1607.23,1607.23,1607.23
50,"BGD","Bangladesh",14,"Mangroves                                               ",76.89,76.89,76.89,4267.7,4516.26,4267.7,4267.7,4399.12,4399.12,4399.12,4399.12,4399.12,4516.26,4516.26,4516.26,4516.26,4516.26,4516.26,4516.26,4516.26,4516.26,4555.97,4585.98,4586.92,4586.92,4586.92,4586.92,4586.92
52,"BRB","Barbados",13,"Deserts & Xeric Shrublands                              ",4.18,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69
112,"BLR","Belarus",4,"Temperate Broadleaf & Mixed Forests                     ",0,0,14595.17,14595.17,18610.47,15840.4,16503.42,16610.39,16610.39,16610.39,16737.58,16737.58,18464.31,18610.47,18610.47,18931.97,18979.44,18979.44,18979.44,18979.44,18979.44,19407.61,19407.61,19900.45,20656.49,21437,21770.54,21770.54
56,"BEL","Belgium",4,"Temperate Broadleaf & Mixed Forests                     ",1710.72,2149.96,2154.4,2156.79,6796.62,2356.85,2359.26,2620.12,2873.01,3001.31,3038.29,3210.02,4782.34,6594.4,6796.62,7061.11,7075.74,7078.48,7080.57,7081.47,7081.66,7081.87,7082.5,7083.49,7086.06,7089.89,7089.9,7089.9
84,"BLZ","Belize",3,"Tropical & Subtropical Coniferous Forests               ",761.84,761.84,827.13,827.13,908.35,848.04,848.42,848.44,848.44,907.94,907.94,907.94,908.35,908.35,908.35,934.51,934.51,934.51,948.05,948.05,948.05,948.05,948.05,948.05,948.05,948.05,948.05,948.05
84,"BLZ","Belize",14,"Mangroves                                               ",112.34,112.34,112.34,132.17,501.62,273.07,273.07,371.29,371.29,434.1,434.1,453.09,486.88,501.62,501.62,501.62,501.98,501.98,505.87,505.87,505.87,512.32,512.32,709.86,710.09,710.09,710.09,710.09
84,"BLZ","Belize",1,"Tropical & Subtropical Moist Broadleaf Forests          ",4523.18,4936.25,6072.83,6072.83,6673.44,6298.41,6398.42,6398.42,6398.42,6526.9,6526.9,6526.91,6649.44,6673.44,6673.44,6680.08,6680.77,6680.77,6707.08,6707.08,6709.64,6709.64,6748.14,6748.14,6748.14,6748.14,6748.14,6748.14
204,"BEN","Benin",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",30812.49,30812.49,30812.49,30812.49,37233.92,30812.49,30812.49,30812.49,30812.49,30812.49,30812.49,31935.82,31935.82,37233.92,37233.92,37233.92,37233.92,37233.92,37233.92,37233.92,37233.92,37233.92,37233.92,37233.92,37233.92,37233.92,37233.92,37233.92
204,"BEN","Benin",1,"Tropical & Subtropical Moist Broadleaf Forests          ",18.08,18.08,18.08,18.08,293.7,18.08,18.08,18.08,18.08,18.08,18.08,293.7,293.7,293.7,293.7,293.7,293.7,293.7,293.7,293.7,293.7,293.7,293.7,293.7,293.7,293.7,293.7,293.7
60,"BMU","Bermuda",3,"Tropical & Subtropical Coniferous Forests               ",4.64,5.3,5.38,5.38,5.57,5.38,5.38,5.38,5.38,5.38,5.5,5.57,5.57,5.57,5.57,5.57,5.57,5.57,5.57,5.57,5.57,5.57,5.57,5.57,5.57,5.57,5.57,5.57
64,"BTN","Bhutan",4,"Temperate Broadleaf & Mixed Forests                     ",1120.4,1120.4,1120.4,1120.4,3874.41,1420.48,2215.57,2215.57,2215.57,2485.58,3874.41,3874.41,3874.41,3874.41,3874.41,3874.41,3874.41,3874.41,3874.41,4085.89,4085.89,4085.89,4085.89,4087.5,4087.5,4087.5,4087.5,4087.5
64,"BTN","Bhutan",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",0,0,0,0,31.99,31.99,31.99,31.99,31.99,31.99,31.99,31.99,31.99,31.99,31.99,31.99,31.99,31.99,31.99,31.99,31.99,31.99,31.99,31.99,31.99,31.99,31.99,31.99
64,"BTN","Bhutan",1,"Tropical & Subtropical Moist Broadleaf Forests          ",722.18,722.18,722.18,722.18,1199.61,901.39,901.39,901.39,901.39,915.07,1199.61,1199.61,1199.61,1199.61,1199.61,1199.61,1199.61,1199.61,1199.61,1287.88,1287.88,1287.88,1287.88,1287.88,1287.88,1287.88,1287.88,1287.88
64,"BTN","Bhutan",10,"Montane Grasslands & Shrublands                         ",2458.25,2458.25,2458.25,2458.25,3501.25,2629.32,3352.61,3352.61,3352.61,3360.76,3501.25,3501.25,3501.25,3501.25,3501.25,3501.25,3501.25,3501.25,3501.25,6121.7,6121.7,6121.7,6121.7,6121.7,6121.7,6121.7,6121.7,6121.7
64,"BTN","Bhutan",3,"Tropical & Subtropical Coniferous Forests               ",39.34,39.34,39.34,39.34,244.48,39.34,201.65,201.65,201.65,201.65,244.48,244.48,244.48,244.48,244.48,244.48,244.48,244.48,244.48,244.48,244.48,244.48,244.48,244.48,244.48,244.48,244.48,244.48
64,"BTN","Bhutan",5,"Temperate Conifer Forests                               ",1039.89,1039.89,1039.89,1039.89,4975.84,1943.97,3515.15,3515.15,3515.15,4133.79,4975.84,4975.84,4975.84,4975.84,4975.84,4975.84,4975.84,4975.84,4975.84,6063.83,6063.83,6063.83,6063.83,6063.83,6063.83,6073.67,6073.67,6073.67
68,"BOL","Bolivia",1,"Tropical & Subtropical Moist Broadleaf Forests          ",52653.57,70767.29,71614.76,71762.32,92906.37,72291.77,91252.9,92095.63,92095.63,92148.93,92148.93,92309.64,92902.55,92906.37,92906.37,94148.38,95263.4,95587.08,98253.6,98253.6,98253.6,98253.6,98253.6,98253.6,122995.22,122995.22,122995.22,122995.22
68,"BOL","Bolivia",9,"Flooded Grasslands & Savannas                           ",9.81,77.73,77.73,77.73,17966.16,77.73,77.73,77.73,17544.76,17544.76,17544.76,17544.76,17966.16,17966.16,17966.16,17966.16,17966.16,17966.16,17966.16,17966.16,17966.16,17966.16,17966.16,17966.16,17966.16,17966.16,17966.16,17966.16
68,"BOL","Bolivia",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",13995.15,16316.33,16339.65,16339.65,61410.13,16339.65,50635.2,54226.24,58096.43,58172.17,58172.17,59420.14,61410.13,61410.13,61410.13,61986.38,62242.33,62242.33,70215.81,70215.81,70215.81,70215.81,70215.81,70215.81,98657.93,98657.93,98657.93,98657.93
68,"BOL","Bolivia",2,"Tropical & Subtropical Dry Broadleaf Forests            ",10858.11,17412.67,17561.52,17636.13,48157.27,17636.13,19321.58,19321.58,37957.16,38016.64,38019.64,40401.56,47535.6,48082.53,48157.27,50301.15,50591.49,50715.39,54051.25,54051.25,54354.5,56154.55,56154.55,56154.55,56154.55,56154.55,56154.55,56154.55
68,"BOL","Bolivia",10,"Montane Grasslands & Shrublands                         ",15084.53,15876,17064.75,17064.75,31630.75,17429.53,17605.97,17680.47,17680.47,21750.03,21750.03,21908.1,21908.1,31630.75,31630.75,31631.16,31631.16,31702.79,31777.46,31777.46,31777.46,31777.46,31777.46,31777.46,31777.46,31777.46,31777.46,31777.46
70,"BIH","Bosnia and Herzegovina",12,"Mediterranean Forests, Woodlands & Scrub                ",0,0,0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,250.25,250.25,250.25,250.25,250.25,250.25,250.25,250.25,250.25
70,"BIH","Bosnia and Herzegovina",4,"Temperate Broadleaf & Mixed Forests                     ",0,0,0,198.77,198.77,198.77,198.77,198.77,198.77,198.77,198.77,198.77,198.77,198.77,198.77,198.77,198.77,198.77,228.36,437.62,437.62,437.62,451.95,452.53,452.96,452.96,453.35,453.35
72,"BWA","Botswana",13,"Deserts & Xeric Shrublands                              ",52423.26,52423.26,52423.26,52432.69,52432.69,52432.69,52432.69,52432.69,52432.69,52432.69,52432.69,52432.69,52432.69,52432.69,52432.69,52432.69,52432.69,52432.69,52432.69,52432.69,52432.69,52432.69,52432.69,52432.69,52432.69,52432.69,52432.69,52432.69
72,"BWA","Botswana",9,"Flooded Grasslands & Savannas                           ",5183.97,5183.97,5183.97,9552.38,30857.42,10513.49,10513.49,30857.42,30857.42,30857.42,30857.42,30857.42,30857.42,30857.42,30857.42,30857.42,30857.42,30857.42,30857.42,30857.42,30857.42,30857.42,30857.42,30857.42,30857.42,30857.42,30857.42,30857.42
72,"BWA","Botswana",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",46270.25,46270.25,46270.25,46833.41,85776.52,46836.87,46836.87,85776.52,85776.52,85776.52,85776.52,85776.52,85776.52,85776.52,85776.52,85776.52,85776.52,85776.52,85776.52,85776.52,85776.52,85776.52,85776.52,85776.52,85776.52,85776.52,85776.52,85776.52
76,"BRA","Brazil",2,"Tropical & Subtropical Dry Broadleaf Forests            ",7169.01,7626.89,7636.76,7636.76,28603.54,9432.96,9839.07,10196.51,12516.52,18628.12,18903.88,25851.09,28427.75,28502.19,28603.54,28603.54,28713.02,29109.38,29109.38,29109.38,29109.38,29109.5,29109.5,29109.5,29109.5,29109.59,29109.59,29109.59
76,"BRA","Brazil",14,"Mangroves                                               ",3822.7,3848.21,14742.5,17568.92,21384.26,19770.16,19773.59,19795.61,19795.61,19795.93,19981.33,20776.55,20795.19,21379.55,21384.26,21388.59,23062.68,23062.68,23134.33,23154.21,23165.97,23228.17,23228.27,23231.32,23270.98,23715.2,23715.2,23715.2
76,"BRA","Brazil",1,"Tropical & Subtropical Moist Broadleaf Forests          ",397628.27,466881.24,491859.8,507726.15,1592662.62,774158.09,806470.43,834167.45,881364.01,966831.86,1049067.21,1176191.12,1366127.41,1557764.72,1592662.62,1678188.78,1780675.84,2093587.14,2140317.77,2233526.17,2378424.6,2399603.64,2399757.64,2399943.34,2400766.5,2407832.57,2407832.79,2407832.79
76,"BRA","Brazil",9,"Flooded Grasslands & Savannas                           ",4361.14,4361.14,4361.14,4361.14,125874.2,4477.67,4477.67,4477.67,4477.69,4730.16,4817.9,125874.2,125874.2,125874.2,125874.2,125874.2,125874.2,125874.2,125874.2,125874.2,125874.2,125874.2,125874.2,125874.2,125874.2,125874.2,125874.2,125874.2
76,"BRA","Brazil",13,"Deserts & Xeric Shrublands                              ",4261.77,4445.11,4445.11,4446.75,217875.51,6554.71,6554.91,13745.02,25035.74,27941.29,28224.82,28400.23,217034.47,217786.38,217875.51,217935.94,218016.43,222163.68,222587.2,222725.02,223034.9,223504.02,223506.31,223592.05,223596.84,223603.64,223603.64,223603.64
76,"BRA","Brazil",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",82554.76,84794.51,85345.18,94762.44,520478.49,355443.43,363942.1,369334.98,383217.86,401862.83,404315.2,478794.83,506395.76,519270.54,520478.49,523443.9,550837.03,570823.64,571174.23,574657.87,576097.76,576741.71,576867.21,576871.29,576906.87,577061.78,577061.78,577061.78
92,"VGB","British Virgin Islands",1,"Tropical & Subtropical Moist Broadleaf Forests          ",0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
92,"VGB","British Virgin Islands",13,"Deserts & Xeric Shrublands                              ",12.68,12.68,12.68,12.68,22,12.68,12.68,12.68,12.68,12.68,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
