code,iso,country,Region,EPI.new,EPI.rnk.new,EPI.rnk.rgn,EPI.avg.rgn,HLT.rnk.rgn,HLT.avg.rgn,ECO.rnk.rgn,ECO.avg.rgn,HMT.rnk.rgn,HMT.avg.rgn,AIR.rnk.rgn,AIR.avg.rgn,H2O.rnk.rgn,H2O.avg.rgn,WRS.rnk.rgn,WRS.avg.rgn,AGR.rnk.rgn,AGR.avg.rgn,FRT.rnk.rgn,FRT.avg.rgn,FSH.rnk.rgn,FSH.avg.rgn,BDH.rnk.rgn,BDH.avg.rgn,CCE.rnk.rgn,CCE.avg.rgn,APE.rnk.rgn,APE.avg.rgn,PBD.rnk.rgn,PBD.avg.rgn,PME.rnk.rgn,PME.avg.rgn,PMW.rnk.rgn,PMW.avg.rgn,HAD.rnk.rgn,HAD.avg.rgn,USD.rnk.rgn,USD.avg.rgn,UWD.rnk.rgn,UWD.avg.rgn,WWT.rnk.rgn,WWT.avg.rgn,SNM.rnk.rgn,SNM.avg.rgn,TCL.rnk.rgn,TCL.avg.rgn,FSS.rnk.rgn,FSS.avg.rgn,MTR.rnk.rgn,MTR.avg.rgn,MPA.rnk.rgn,MPA.avg.rgn,TBN.rnk.rgn,TBN.avg.rgn,TBG.rnk.rgn,TBG.avg.rgn,PAR.rnk.rgn,PAR.avg.rgn,SPI.rnk.rgn,SPI.avg.rgn,SHI.rnk.rgn,SHI.avg.rgn,DCT.rnk.rgn,DCT.avg.rgn,DMT.rnk.rgn,DMT.avg.rgn,DNT.rnk.rgn,DNT.avg.rgn,DBT.rnk.rgn,DBT.avg.rgn,DPT.rnk.rgn,DPT.avg.rgn,DST.rnk.rgn,DST.avg.rgn,DXT.rnk.rgn,DXT.avg.rgn
192,CUB,Cuba,Caribbean,63.42,55,4,57.55916667,4,70.7,4,48.79833333,5,40.15583333,4,83.33666667,1,48.41583333,3,61.0775,1,5.836666667,8,33.552,8,55.05583333,8,69.46,6,40.7875,1,37.95666667,5,40.15583333,1,100,1,100,4,58.34,2,49.28333333,1,47.54666667,3,61.0775,1,5.836666667,8,33.552,11,58.5,2,51.6125,2,66.05166667,9,67.57333333,8,68.10583333,11,78.23666667,4,77.39666667,2,71.28166667,6,37.94166667,4,51.42416667,10,67.79583333,1,48.61083333,3,30.288,3,42.0125,1,33.9025
196,CYP,Cyprus,Europe & North America,72.6,24,19,77.90318182,20,93.45409091,18,67.53545455,16,80.32090909,19,92.53227273,21,97.64045455,22,96.55818182,21,47.83454545,2,19.8525,9,50.49947368,18,88.71954545,7,62.02590909,17,68.815,16,80.32090909,17,93.07681818,18,92.92909091,12,91.82409091,18,96.49409091,22,98.78454545,22,96.55818182,21,47.83454545,2,19.8525,17,56.48052632,2,44.51842105,19,92.74210526,1,91.41954545,1,92.94363636,21,61.67863636,14,94.60285714,21,83.03761905,5,55.41272727,11,77.68954545,8,53.61818182,3,69.37272727,17,63.16045455,16,72.68045455,18,64.95136364
203,CZE,Czech Republic,Eastern Europe & Eurasia,67.68,33,4,60.54827586,11,63.50758621,7,58.57655172,1,72.21275862,13,63.31413793,6,62.47655172,5,77.75344828,2,41.95034483,19,36.44821429,,49.46076923,4,68.79172414,14,54.31,17,60.64310345,1,72.21275862,23,73.45241379,23,76.98896552,4,45.45448276,3,62.40793103,16,62.54310345,5,77.75344828,2,41.95034483,19,36.44821429,,54.72846154,,44.19769231,,89.33615385,1,66.10586207,1,69.80931034,2,42.90689655,1,69.03448276,15,86.77310345,12,54.62103448,17,60.33206897,21,56.44689655,19,50.23655172,14,47.99448276,18,62.35,16,58.93724138
180,COD,Dem. Rep. Congo,Sub-Saharan Africa,30.41,178,45,44.89,46,41.97956522,39,46.83108696,20,40.61608696,46,54.94152174,24,14.12304348,26,26.31826087,31,25.57934783,15,14.22571429,,57.17633333,28,68.05326087,37,46.66391304,28,43.71978261,20,40.61608696,45,81.83891304,45,83.82652174,34,13.10304348,24,14.19565217,26,14.05108696,26,26.31826087,31,25.57934783,15,14.22571429,,74.763,,39.58733333,,59.89933333,27,69.12478261,30,71.375,26,44.20804348,29,71.46,36,83.6025,43,49.55956522,40,45.17934783,39,39.98804348,41,26.20717391,1,42.03434783,21,47.57826087,29,39.86108696
208,DNK,Denmark,Europe & North America,81.6,3,3,77.90318182,3,93.45409091,8,67.53545455,10,80.32090909,2,92.53227273,13,97.64045455,10,96.55818182,4,47.83454545,12,19.8525,10,50.49947368,7,88.71954545,5,62.02590909,10,68.815,10,80.32090909,1,93.07681818,10,92.92909091,4,91.82409091,12,96.49409091,20,98.78454545,10,96.55818182,4,47.83454545,12,19.8525,11,56.48052632,8,44.51842105,1,92.74210526,1,91.41954545,1,92.94363636,15,61.67863636,1,94.60285714,3,83.03761905,4,55.41272727,16,77.68954545,19,53.61818182,15,69.37272727,8,63.16045455,4,72.68045455,17,64.95136364
262,DJI,Djibouti,Sub-Saharan Africa,40.04,163,36,44.89,4,41.97956522,44,46.83108696,29,40.61608696,4,54.94152174,10,14.12304348,26,26.31826087,27,25.57934783,,14.22571429,26,57.17633333,43,68.05326087,25,46.66391304,44,43.71978261,29,40.61608696,1,81.83891304,17,83.82652174,6,13.10304348,10,14.19565217,10,14.05108696,26,26.31826087,27,25.57934783,,14.22571429,14,74.763,25,39.58733333,15,59.89933333,44,69.12478261,44,71.375,44,44.20804348,44,71.46,20,83.6025,29,49.55956522,12,45.17934783,11,39.98804348,26,26.20717391,,42.03434783,44,47.57826087,42,39.86108696
212,DMA,Dominica,Caribbean,59.38,73,5,57.55916667,8,70.7,5,48.79833333,6,40.15583333,8,83.33666667,7,48.41583333,11,61.0775,10,5.836666667,2,33.552,7,55.05583333,7,69.46,4,40.7875,7,37.95666667,6,40.15583333,1,100,1,100,8,58.34,6,49.28333333,7,47.54666667,11,61.0775,10,5.836666667,2,33.552,5,58.5,8,51.6125,10,66.05166667,6,67.57333333,7,68.10583333,1,78.23666667,,77.39666667,,71.28166667,5,37.94166667,7,51.42416667,8,67.79583333,5,48.61083333,,30.288,6,42.0125,9,33.9025
214,DOM,Dominican Republic,Caribbean,64.71,46,3,57.55916667,11,70.7,2,48.79833333,10,40.15583333,11,83.33666667,11,48.41583333,1,61.0775,5,5.836666667,9,33.552,2,55.05583333,3,69.46,1,40.7875,2,37.95666667,10,40.15583333,1,100,1,100,11,58.34,11,49.28333333,11,47.54666667,1,61.0775,5,5.836666667,9,33.552,1,58.5,4,51.6125,1,66.05166667,5,67.57333333,4,68.10583333,9,78.23666667,3,77.39666667,4,71.28166667,1,37.94166667,5,51.42416667,6,67.79583333,3,48.61083333,2,30.288,2,42.0125,2,33.9025
218,ECU,Ecuador,Latin America,57.42,87,12,58.173,6,66.851,16,52.387,4,48.3335,5,75.553,7,51.082,18,57.3915,15,30.836,5,18.441,8,58.86611111,9,76.5735,11,48.9085,16,36.302,4,48.3335,1,96.1595,8,94.8045,6,45.66,8,51.734,8,50.43,18,57.3915,15,30.836,5,18.441,6,58.61444444,11,59.11777778,1,86.33388889,8,79.4635,13,75.829,13,68.821,9,77.784,9,60.102,14,45.5225,7,62.321,8,58.982,9,40.4455,8,43.75222222,15,40.318,16,32.286
818,EGY,Egypt,Mid East & North Africa,61.21,66,7,58.70941176,12,73.89588235,5,48.58529412,16,39.02058824,7,83.98352941,16,57.85058824,9,80.05,1,24.79529412,3,39.15625,15,58.42933333,4,48.41705882,4,42.12235294,10,47.42411765,16,39.02058824,9,86.64823529,10,87.26117647,10,79.52882353,16,60.46058824,16,55.23941176,9,80.05,1,24.79529412,3,39.15625,11,68.724,15,48.13066667,3,73.00133333,4,39.08235294,7,38.98294118,5,13.58176471,8,47.435625,5,89.600625,3,29.32352941,8,62.70764706,8,67.99823529,7,64.81764706,7,41.38529412,13,53.13117647,5,41.71823529
222,SLV,El Salvador,Latin America,53.91,106,17,58.173,12,66.851,17,52.387,16,48.3335,9,75.553,15,51.082,15,57.3915,16,30.836,9,18.441,18,58.86611111,15,76.5735,2,48.9085,14,36.302,16,48.3335,1,96.1595,10,94.8045,11,45.66,18,51.734,12,50.43,15,57.3915,16,30.836,9,18.441,18,58.61444444,18,59.11777778,15,86.33388889,15,79.4635,14,75.829,16,68.821,12,77.784,5,60.102,2,45.5225,11,62.321,11,58.982,13,40.4455,6,43.75222222,17,40.318,9,32.286
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,60.4,71,2,44.89,7,41.97956522,1,46.83108696,4,40.61608696,24,54.94152174,4,14.12304348,10,26.31826087,40,25.57934783,10,14.22571429,6,57.17633333,12,68.05326087,4,46.66391304,1,43.71978261,4,40.61608696,31,81.83891304,25,83.82652174,8,13.10304348,4,14.19565217,4,14.05108696,10,26.31826087,40,25.57934783,10,14.22571429,8,74.763,13,39.58733333,14,59.89933333,1,69.12478261,1,71.375,13,44.20804348,1,71.46,35,83.6025,12,49.55956522,5,45.17934783,2,39.98804348,1,26.20717391,,42.03434783,1,47.57826087,1,39.86108696
232,ERI,Eritrea,Sub-Saharan Africa,39.34,165,37,44.89,13,41.97956522,41,46.83108696,27,40.61608696,6,54.94152174,35,14.12304348,26,26.31826087,3,25.57934783,,14.22571429,1,57.17633333,44,68.05326087,39,46.66391304,21,43.71978261,27,40.61608696,1,81.83891304,16,83.82652174,15,13.10304348,35,14.19565217,34,14.05108696,26,26.31826087,3,25.57934783,,14.22571429,4,74.763,1,39.58733333,26,59.89933333,39,69.12478261,40,71.375,41,44.20804348,40,71.46,3,83.6025,25,49.55956522,39,45.17934783,43,39.98804348,24,26.20717391,22,42.03434783,29,47.57826087,15,39.86108696
233,EST,Estonia,Eastern Europe & Eurasia,64.31,48,13,60.54827586,3,63.50758621,17,58.57655172,3,72.21275862,3,63.31413793,25,62.47655172,3,77.75344828,17,41.95034483,27,36.44821429,1,49.46076923,8,68.79172414,27,54.31,19,60.64310345,3,72.21275862,1,73.45241379,1,76.98896552,12,45.45448276,22,62.40793103,24,62.54310345,3,77.75344828,17,41.95034483,27,36.44821429,1,54.72846154,6,44.19769231,1,89.33615385,1,66.10586207,1,69.80931034,15,42.90689655,1,69.03448276,25,86.77310345,27,54.62103448,24,60.33206897,26,56.44689655,16,50.23655172,25,47.99448276,22,62.35,13,58.93724138
231,ETH,Ethiopia,Sub-Saharan Africa,44.78,141,20,44.89,38,41.97956522,13,46.83108696,36,40.61608696,35,54.94152174,29,14.12304348,26,26.31826087,5,25.57934783,4,14.22571429,,57.17633333,20,68.05326087,8,46.66391304,30,43.71978261,36,40.61608696,34,81.83891304,34,83.82652174,28,13.10304348,32,14.19565217,27,14.05108696,26,26.31826087,5,25.57934783,4,14.22571429,,74.763,,39.58733333,,59.89933333,22,69.12478261,25,71.375,29,44.20804348,22,71.46,8,83.6025,8,49.55956522,34,45.17934783,38,39.98804348,38,26.20717391,1,42.03434783,24,47.57826087,31,39.86108696
242,FJI,Fiji,Pacific,53.09,107,6,57.89875,5,66.08375,6,52.445,1,59.56375,3,73.645,5,50.78375,3,61.775,3,19.7125,2,21.436,3,62.1575,6,62.83375,2,48.54625,8,53.04875,1,59.56375,1,100,1,100,3,34.10875,5,52.1425,5,49.425,3,61.775,3,19.7125,2,21.436,2,61.215,5,63.1,5,80.7375,6,58.84875,6,57.87125,5,23.46375,4,54.74833333,3,86.235,2,49.15125,1,42.86875,3,44.0875,8,54.885,,61.2,8,50.4825,8,55.615
246,FIN,Finland,Europe & North America,78.64,10,10,77.90318182,1,93.45409091,15,67.53545455,1,80.32090909,3,92.53227273,1,97.64045455,14,96.55818182,11,47.83454545,18,19.8525,4,50.49947368,12,88.71954545,13,62.02590909,19,68.815,1,80.32090909,1,93.07681818,1,92.92909091,6,91.82409091,1,96.49409091,1,98.78454545,14,96.55818182,11,47.83454545,18,19.8525,1,56.48052632,15,44.51842105,1,92.74210526,1,91.41954545,1,92.94363636,19,61.67863636,16,94.60285714,20,83.03761905,12,55.41272727,12,77.68954545,16,53.61818182,17,69.37272727,11,63.16045455,17,72.68045455,15,64.95136364
250,FRA,France,Europe & North America,83.95,2,2,77.90318182,8,93.45409091,2,67.53545455,13,80.32090909,7,92.53227273,14,97.64045455,17,96.55818182,3,47.83454545,8,19.8525,5,50.49947368,4,88.71954545,3,62.02590909,2,68.815,13,80.32090909,13,93.07681818,13,92.92909091,5,91.82409091,15,96.49409091,15,98.78454545,17,96.55818182,3,47.83454545,8,19.8525,4,56.48052632,12,44.51842105,1,92.74210526,1,91.41954545,1,92.94363636,7,61.67863636,11,94.60285714,9,83.03761905,9,55.41272727,14,77.68954545,10,53.61818182,9,69.37272727,5,63.16045455,5,72.68045455,3,64.95136364
266,GAB,Gabon,Sub-Saharan Africa,45.05,140,19,44.89,21,41.97956522,22,46.83108696,5,40.61608696,29,54.94152174,8,14.12304348,26,26.31826087,42,25.57934783,3,14.22571429,14,57.17633333,13,68.05326087,38,46.66391304,10,43.71978261,5,40.61608696,39,81.83891304,39,83.82652174,3,13.10304348,8,14.19565217,8,14.05108696,26,26.31826087,42,25.57934783,3,14.22571429,28,74.763,2,39.58733333,10,59.89933333,21,69.12478261,19,71.375,19,44.20804348,11,71.46,6,83.6025,42,49.55956522,13,45.17934783,20,39.98804348,32,26.20717391,19,42.03434783,32,47.57826087,6,39.86108696
270,GMB,Gambia,Sub-Saharan Africa,42.42,156,30,44.89,8,41.97956522,38,46.83108696,24,40.61608696,11,54.94152174,11,14.12304348,21,26.31826087,26,25.57934783,,14.22571429,21,57.17633333,37,68.05326087,35,46.66391304,24,43.71978261,24,40.61608696,1,81.83891304,1,83.82652174,26,13.10304348,11,14.19565217,11,14.05108696,21,26.31826087,26,25.57934783,,14.22571429,14,74.763,21,39.58733333,19,59.89933333,41,69.12478261,39,71.375,21,44.20804348,37,71.46,22,83.6025,26,49.55956522,44,45.17934783,22,39.98804348,21,26.20717391,,42.03434783,20,47.57826087,28,39.86108696
268,GEO,Georgia,Eastern Europe & Eurasia,55.69,94,21,60.54827586,24,63.50758621,22,58.57655172,18,72.21275862,23,63.31413793,21,62.47655172,18,77.75344828,29,41.95034483,2,36.44821429,13,49.46076923,21,68.79172414,20,54.31,23,60.64310345,18,72.21275862,14,73.45241379,14,76.98896552,28,45.45448276,25,62.40793103,20,62.54310345,18,77.75344828,29,41.95034483,2,36.44821429,4,54.72846154,13,44.19769231,11,89.33615385,20,66.10586207,21,69.80931034,17,42.90689655,17,69.03448276,4,86.77310345,26,54.62103448,10,60.33206897,14,56.44689655,7,50.23655172,3,47.99448276,26,62.35,10,58.93724138
276,DEU,Germany,Europe & North America,78.37,13,13,77.90318182,19,93.45409091,5,67.53545455,1,80.32090909,20,92.53227273,16,97.64045455,7,96.55818182,7,47.83454545,4,19.8525,11,50.49947368,1,88.71954545,17,62.02590909,4,68.815,1,80.32090909,18,93.07681818,19,92.92909091,20,91.82409091,17,96.49409091,18,98.78454545,7,96.55818182,7,47.83454545,4,19.8525,15,56.48052632,5,44.51842105,1,92.74210526,1,91.41954545,1,92.94363636,4,61.67863636,1,94.60285714,10,83.03761905,19,55.41272727,1,77.68954545,7,53.61818182,4,69.37272727,21,63.16045455,8,72.68045455,2,64.95136364
288,GHA,Ghana,Sub-Saharan Africa,49.66,124,11,44.89,16,41.97956522,12,46.83108696,10,40.61608696,28,54.94152174,6,14.12304348,9,26.31826087,17,25.57934783,28,14.22571429,19,57.17633333,21,68.05326087,13,46.66391304,26,43.71978261,10,40.61608696,30,81.83891304,28,83.82652174,19,13.10304348,6,14.19565217,6,14.05108696,9,26.31826087,17,25.57934783,28,14.22571429,27,74.763,8,39.58733333,17,59.89933333,25,69.12478261,23,71.375,11,44.20804348,14,71.46,31,83.6025,19,49.55956522,4,45.17934783,4,39.98804348,13,26.20717391,6,42.03434783,26,47.57826087,20,39.86108696
300,GRC,Greece,Europe & North America,73.6,22,18,77.90318182,16,93.45409091,19,67.53545455,20,80.32090909,17,92.53227273,1,97.64045455,12,96.55818182,12,47.83454545,5,19.8525,3,50.49947368,11,88.71954545,21,62.02590909,20,68.815,20,80.32090909,16,93.07681818,16,92.92909091,14,91.82409091,1,96.49409091,1,98.78454545,12,96.55818182,12,47.83454545,5,19.8525,14,56.48052632,1,44.51842105,15,92.74210526,1,91.41954545,1,92.94363636,17,61.67863636,1,94.60285714,7,83.03761905,18,55.41272727,18,77.68954545,22,53.61818182,14,69.37272727,19,63.16045455,18,72.68045455,19,64.95136364
308,GRD,Grenada,Caribbean,50.93,118,11,57.55916667,7,70.7,10,48.79833333,9,40.15583333,7,83.33666667,8,48.41583333,5,61.0775,9,5.836666667,4,33.552,11,55.05583333,10,69.46,10,40.7875,8,37.95666667,9,40.15583333,1,100,1,100,7,58.34,9,49.28333333,8,47.54666667,5,61.0775,9,5.836666667,4,33.552,5,58.5,12,51.6125,9,66.05166667,10,67.57333333,10,68.10583333,4,78.23666667,,77.39666667,,71.28166667,10,37.94166667,11,51.42416667,2,67.79583333,10,48.61083333,,30.288,8,42.0125,8,33.9025
320,GTM,Guatemala,Latin America,52.33,110,18,58.173,20,66.851,12,52.387,17,48.3335,18,75.553,20,51.082,8,57.3915,14,30.836,18,18.441,10,58.86611111,16,76.5735,6,48.9085,13,36.302,17,48.3335,1,96.1595,11,94.8045,20,45.66,20,51.734,20,50.43,8,57.3915,14,30.836,18,18.441,3,58.61444444,14,59.11777778,14,86.33388889,14,79.4635,17,75.829,8,68.821,14,77.784,18,60.102,6,45.5225,10,62.321,13,58.982,11,40.4455,5,43.75222222,14,40.318,12,32.286
324,GIN,Guinea,Sub-Saharan Africa,46.62,134,15,44.89,14,41.97956522,21,46.83108696,34,40.61608696,19,54.94152174,20,14.12304348,11,26.31826087,13,25.57934783,28,14.22571429,13,57.17633333,18,68.05326087,34,46.66391304,35,43.71978261,34,40.61608696,1,81.83891304,14,83.82652174,43,13.10304348,19,14.19565217,20,14.05108696,11,26.31826087,13,25.57934783,28,14.22571429,2,74.763,24,39.58733333,11,59.89933333,13,69.12478261,20,71.375,34,44.20804348,16,71.46,34,83.6025,22,49.55956522,43,45.17934783,41,39.98804348,39,26.20717391,,42.03434783,31,47.57826087,40,39.86108696
624,GNB,Guinea-Bissau,Sub-Saharan Africa,44.67,143,22,44.89,20,41.97956522,25,46.83108696,45,40.61608696,23,54.94152174,24,14.12304348,26,26.31826087,36,25.57934783,28,14.22571429,30,57.17633333,14,68.05326087,16,46.66391304,33,43.71978261,45,40.61608696,1,81.83891304,1,83.82652174,45,13.10304348,25,14.19565217,25,14.05108696,26,26.31826087,36,25.57934783,28,14.22571429,29,74.763,19,39.58733333,2,59.89933333,18,69.12478261,12,71.375,24,44.20804348,25,71.46,39,83.6025,11,49.55956522,38,45.17934783,40,39.98804348,27,26.20717391,,42.03434783,33,47.57826087,34,39.86108696
328,GUY,Guyana,Latin America,47.93,128,20,58.173,16,66.851,20,52.387,20,48.3335,10,75.553,18,51.082,18,57.3915,10,30.836,1,18.441,13,58.86611111,19,76.5735,18,48.9085,11,36.302,20,48.3335,1,96.1595,1,94.8045,12,45.66,16,51.734,18,50.43,18,57.3915,10,30.836,1,18.441,11,58.61444444,13,59.11777778,18,86.33388889,17,79.4635,16,75.829,1,68.821,19,77.784,1,60.102,16,45.5225,18,62.321,18,58.982,4,40.4455,,43.75222222,11,40.318,10,32.286
332,HTI,Haiti,Caribbean,33.74,174,12,57.55916667,12,70.7,12,48.79833333,12,40.15583333,12,83.33666667,12,48.41583333,12,61.0775,2,5.836666667,10,33.552,3,55.05583333,12,69.46,7,40.7875,11,37.95666667,12,40.15583333,1,100,1,100,12,58.34,12,49.28333333,12,47.54666667,12,61.0775,2,5.836666667,10,33.552,2,58.5,10,51.6125,12,66.05166667,12,67.57333333,12,68.10583333,12,78.23666667,6,77.39666667,6,71.28166667,3,37.94166667,8,51.42416667,12,67.79583333,11,48.61083333,5,30.288,10,42.0125,11,33.9025
340,HND,Honduras,Latin America,51.51,114,19,58.173,19,66.851,15,52.387,19,48.3335,17,75.553,19,51.082,14,57.3915,18,30.836,17,18.441,12,58.86611111,8,76.5735,13,48.9085,18,36.302,19,48.3335,1,96.1595,1,94.8045,19,45.66,19,51.734,19,50.43,14,57.3915,18,30.836,17,18.441,4,58.61444444,15,59.11777778,6,86.33388889,10,79.4635,6,75.829,10,68.821,5,77.784,17,60.102,9,45.5225,16,62.321,15,58.982,12,40.4455,9,43.75222222,16,40.318,18,32.286
348,HUN,Hungary,Eastern Europe & Eurasia,65.01,43,10,60.54827586,23,63.50758621,3,58.57655172,11,72.21275862,26,63.31413793,13,62.47655172,8,77.75344828,1,41.95034483,25,36.44821429,,49.46076923,10,68.79172414,11,54.31,6,60.64310345,11,72.21275862,25,73.45241379,24,76.98896552,15,45.45448276,11,62.40793103,17,62.54310345,8,77.75344828,1,41.95034483,25,36.44821429,,54.72846154,,44.19769231,,89.33615385,1,66.10586207,1,69.80931034,16,42.90689655,1,69.03448276,13,86.77310345,10,54.62103448,11,60.33206897,10,56.44689655,13,50.23655172,12,47.99448276,3,62.35,17,58.93724138
352,ISL,Iceland,Europe & North America,78.57,11,11,77.90318182,2,93.45409091,14,67.53545455,12,80.32090909,4,92.53227273,1,97.64045455,18,96.55818182,8,47.83454545,,19.8525,16,50.49947368,21,88.71954545,14,62.02590909,18,68.815,12,80.32090909,1,93.07681818,1,92.92909091,8,91.82409091,1,96.49409091,1,98.78454545,18,96.55818182,8,47.83454545,,19.8525,16,56.48052632,10,44.51842105,18,92.74210526,19,91.41954545,21,92.94363636,9,61.67863636,18,94.60285714,1,83.03761905,14,55.41272727,17,77.68954545,11,53.61818182,11,69.37272727,1,63.16045455,22,72.68045455,6,64.95136364
356,IND,India,Asia,30.57,177,25,50.13346154,26,49.11423077,20,50.81384615,23,48.35153846,24,49.20269231,26,49.05,10,39.01961538,23,32.57423077,13,31.47583333,14,59.96380952,19,62.54269231,19,51.71423077,20,50.56730769,23,48.35153846,24,57.59,24,60.79230769,18,34.22038462,26,50.27923077,26,47.82038462,10,39.01961538,23,32.57423077,13,31.47583333,6,68.94,19,50.98809524,13,75.28095238,19,63.37307692,19,64.49576923,22,28.50192308,19,70.88652174,8,68.23521739,17,47.06961538,8,70.25346154,13,70.295,16,56.62846154,18,38.38,21,50.44846154,15,50.68730769
360,IDN,Indonesia,Asia,46.92,133,17,50.13346154,16,49.11423077,16,50.81384615,14,48.35153846,14,49.20269231,18,49.05,17,39.01961538,8,32.57423077,20,31.47583333,13,59.96380952,15,62.54269231,10,51.71423077,15,50.56730769,14,48.35153846,12,57.59,12,60.79230769,11,34.22038462,16,50.27923077,18,47.82038462,17,39.01961538,8,32.57423077,20,31.47583333,11,68.94,11,50.98809524,3,75.28095238,15,63.37307692,14,64.49576923,13,28.50192308,14,70.88652174,18,68.23521739,9,47.06961538,16,70.25346154,16,70.295,14,56.62846154,14,38.38,17,50.44846154,13,50.68730769
364,IRN,Iran,Mid East & North Africa,58.16,80,10,58.70941176,9,73.89588235,10,48.58529412,15,39.02058824,9,83.98352941,11,57.85058824,16,80.05,4,24.79529412,1,39.15625,12,58.42933333,6,48.41705882,11,42.12235294,16,47.42411765,15,39.02058824,11,86.64823529,12,87.26117647,9,79.52882353,11,60.46058824,12,55.23941176,16,80.05,4,24.79529412,1,39.15625,4,68.724,13,48.13066667,8,73.00133333,7,39.08235294,8,38.98294118,9,13.58176471,9,47.435625,6,89.600625,10,29.32352941,14,62.70764706,7,67.99823529,14,64.81764706,14,41.38529412,14,53.13117647,16,41.71823529
368,IRQ,Iraq,Mid East & North Africa,43.2,152,17,58.70941176,16,73.89588235,16,48.58529412,11,39.02058824,15,83.98352941,15,57.85058824,14,80.05,11,24.79529412,,39.15625,,58.42933333,15,48.41705882,16,42.12235294,12,47.42411765,11,39.02058824,12,86.64823529,11,87.26117647,16,79.52882353,15,60.46058824,14,55.23941176,14,80.05,11,24.79529412,,39.15625,,68.724,,48.13066667,,73.00133333,15,39.08235294,5,38.98294118,16,13.58176471,16,47.435625,2,89.600625,14,29.32352941,11,62.70764706,10,67.99823529,15,64.81764706,17,41.38529412,10,53.13117647,12,41.71823529
372,IRL,Ireland,Europe & North America,78.77,9,9,77.90318182,7,93.45409091,13,67.53545455,14,80.32090909,8,92.53227273,1,97.64045455,21,96.55818182,5,47.83454545,16,19.8525,1,50.49947368,14,88.71954545,18,62.02590909,6,68.815,14,80.32090909,1,93.07681818,1,92.92909091,13,91.82409091,1,96.49409091,1,98.78454545,21,96.55818182,5,47.83454545,16,19.8525,6,56.48052632,3,44.51842105,14,92.74210526,17,91.41954545,17,92.94363636,11,61.67863636,12,94.60285714,2,83.03761905,6,55.41272727,21,77.68954545,20,53.61818182,5,69.37272727,15,63.16045455,10,72.68045455,8,64.95136364
376,ISR,Israel,Mid East & North Africa,75.01,19,1,58.70941176,1,73.89588235,2,48.58529412,1,39.02058824,3,83.98352941,1,57.85058824,1,80.05,9,24.79529412,5,39.15625,1,58.42933333,5,48.41705882,3,42.12235294,3,47.42411765,1,39.02058824,1,86.64823529,6,87.26117647,5,79.52882353,1,60.46058824,1,55.23941176,1,80.05,9,24.79529412,5,39.15625,6,68.724,1,48.13066667,12,73.00133333,3,39.08235294,4,38.98294118,3,13.58176471,5,47.435625,15,89.600625,4,29.32352941,5,62.70764706,6,67.99823529,1,64.81764706,9,41.38529412,2,53.13117647,4,41.71823529
380,ITA,Italy,Europe & North America,76.96,16,16,77.90318182,22,93.45409091,7,67.53545455,15,80.32090909,22,92.53227273,1,97.64045455,13,96.55818182,13,47.83454545,6,19.8525,17,50.49947368,8,88.71954545,8,62.02590909,5,68.815,15,80.32090909,22,93.07681818,22,92.92909091,11,91.82409091,1,96.49409091,1,98.78454545,13,96.55818182,13,47.83454545,6,19.8525,19,56.48052632,4,44.51842105,12,92.74210526,1,91.41954545,1,92.94363636,13,61.67863636,9,94.60285714,8,83.03761905,11,55.41272727,8,77.68954545,4,53.61818182,13,69.37272727,13,63.16045455,9,72.68045455,7,64.95136364
388,JAM,Jamaica,Caribbean,58.58,78,7,57.55916667,9,70.7,6,48.79833333,7,40.15583333,10,83.33666667,6,48.41583333,2,61.0775,4,5.836666667,6,33.552,12,55.05583333,6,69.46,3,40.7875,10,37.95666667,7,40.15583333,1,100,1,100,10,58.34,7,49.28333333,5,47.54666667,2,61.0775,4,5.836666667,6,33.552,12,58.5,9,51.6125,3,66.05166667,4,67.57333333,5,68.10583333,10,78.23666667,2,77.39666667,5,71.28166667,2,37.94166667,2,51.42416667,11,67.79583333,12,48.61083333,4,30.288,12,42.0125,6,33.9025
392,JPN,Japan,Asia,74.69,20,1,50.13346154,2,49.11423077,3,50.81384615,1,48.35153846,2,49.20269231,2,49.05,3,39.01961538,5,32.57423077,7,31.47583333,20,59.96380952,2,62.54269231,17,51.71423077,6,50.56730769,1,48.35153846,9,57.59,9,60.79230769,1,34.22038462,1,50.27923077,2,47.82038462,3,39.01961538,5,32.57423077,7,31.47583333,20,68.94,8,50.98809524,1,75.28095238,1,63.37307692,1,64.49576923,5,28.50192308,3,70.88652174,16,68.23521739,22,47.06961538,6,70.25346154,4,70.295,2,56.62846154,19,38.38,7,50.44846154,4,50.68730769
400,JOR,Jordan,Mid East & North Africa,62.2,62,6,58.70941176,2,73.89588235,13,48.58529412,13,39.02058824,1,83.98352941,3,57.85058824,11,80.05,15,24.79529412,,39.15625,,58.42933333,16,48.41705882,7,42.12235294,2,47.42411765,13,39.02058824,1,86.64823529,4,87.26117647,1,79.52882353,3,60.46058824,4,55.23941176,11,80.05,15,24.79529412,,39.15625,,68.724,,48.13066667,,73.00133333,16,39.08235294,16,38.98294118,4,13.58176471,12,47.435625,8,89.600625,7,29.32352941,10,62.70764706,9,67.99823529,5,64.81764706,15,41.38529412,6,53.13117647,1,41.71823529
